Source	Target	Type	Id	Label	timeset	Weight
223	3024	Directed	4919			1
223	3025	Directed	4920			1
223	3085	Directed	4921			1
223	3027	Directed	4922			1
223	3028	Directed	4923			1
223	3086	Directed	4924			1
223	3834	Directed	4925			1
223	3031	Directed	4926			1
223	3032	Directed	4927			1
223	3033	Directed	4928			1
266	3035	Directed	4929			1
266	3036	Directed	4930			1
266	3037	Directed	4931			1
266	3038	Directed	4932			1
266	3039	Directed	4933			1
266	3040	Directed	4934			1
266	3283	Directed	4935			1
671	3162	Directed	4936			1
671	3048	Directed	4937			1
671	3054	Directed	4938			1
680	3722	Directed	4939			1
237	3051	Directed	4940			1
237	3052	Directed	4941			1
237	3162	Directed	4942			1
237	3054	Directed	4943			1
792	3057	Directed	4944			1
99	3678	Directed	4945			1
99	3553	Directed	4946			1
99	3985	Directed	4947			1
99	3063	Directed	4948			1
99	3064	Directed	4949			1
99	3065	Directed	4950			1
99	3066	Directed	4951			1
99	3067	Directed	4952			1
99	3735	Directed	4953			1
99	3069	Directed	4954			1
527	3070	Directed	4955			1
527	3071	Directed	4956			1
527	3402	Directed	4957			1
897	3073	Directed	4958			1
689	3074	Directed	4959			1
53	3076	Directed	4960			1
53	3514	Directed	4961			1
53	3078	Directed	4962			1
53	3079	Directed	4963			1
53	3080	Directed	4964			1
53	3081	Directed	4965			1
53	3082	Directed	4966			1
53	3896	Directed	4967			1
53	3084	Directed	4968			1
53	3085	Directed	4969			1
1174	3086	Directed	4970			1
272	3087	Directed	4971			1
272	3283	Directed	4972			1
924	3931	Directed	4973			1
1069	3957	Directed	4974			1
608	3113	Directed	4975			1
1198	3117	Directed	4976			1
838	3119	Directed	4977			1
838	3120	Directed	4978			1
912	3782	Directed	4979			1
833	3839	Directed	4980			1
834	3839	Directed	4981			1
795	3250	Directed	4982			1
795	3839	Directed	4983			1
795	3548	Directed	4984			1
810	3393	Directed	4985			1
420	3129	Directed	4986			1
420	3130	Directed	4987			1
420	3519	Directed	4988			1
420	3132	Directed	4989			1
420	3520	Directed	4990			1
420	3134	Directed	4991			1
420	3135	Directed	4992			1
420	3136	Directed	4993			1
423	3137	Directed	4994			1
423	3814	Directed	4995			1
423	3139	Directed	4996			1
423	3857	Directed	4997			1
909	3142	Directed	4998			1
709	3143	Directed	4999			1
966	3467	Directed	5000			1
270	3145	Directed	5001			1
270	3146	Directed	5002			1
270	3147	Directed	5003			1
215	3151	Directed	5004			1
215	3152	Directed	5005			1
215	3463	Directed	5006			1
215	3466	Directed	5007			1
215	3155	Directed	5008			1
826	3156	Directed	5009			1
1034	3158	Directed	5010			1
225	3159	Directed	5011			1
201	3160	Directed	5012			1
201	3161	Directed	5013			1
201	3162	Directed	5014			1
948	3163	Directed	5015			1
829	3164	Directed	5016			1
70	3168	Directed	5017			1
70	3169	Directed	5018			1
70	3170	Directed	5019			1
70	3171	Directed	5020			1
70	3172	Directed	5021			1
70	3173	Directed	5022			1
70	3174	Directed	5023			1
70	3175	Directed	5024			1
70	3176	Directed	5025			1
70	3177	Directed	5026			1
70	3220	Directed	5027			1
70	3179	Directed	5028			1
70	3180	Directed	5029			1
70	3181	Directed	5030			1
70	3182	Directed	5031			1
70	3183	Directed	5032			1
70	3184	Directed	5033			1
70	3185	Directed	5034			1
70	3186	Directed	5035			1
70	3187	Directed	5036			1
70	3188	Directed	5037			1
189	3189	Directed	5038			1
189	3554	Directed	5039			1
189	3191	Directed	5040			1
167	3192	Directed	5041			1
553	3913	Directed	5042			1
943	3806	Directed	5043			1
879	3203	Directed	5044			1
1132	3204	Directed	5045			1
953	3576	Directed	5046			1
953	3577	Directed	5047			1
953	3578	Directed	5048			1
858	3210	Directed	5049			1
858	3211	Directed	5050			1
253	3268	Directed	5051			1
311	3844	Directed	5052			1
577	3609	Directed	5053			1
887	3220	Directed	5054			1
290	3831	Directed	5055			1
290	3222	Directed	5056			1
290	3657	Directed	5057			1
290	3224	Directed	5058			1
286	3236	Directed	5059			1
286	3237	Directed	5060			1
277	3229	Directed	5061			1
277	3805	Directed	5062			1
277	3231	Directed	5063			1
277	3232	Directed	5064			1
222	3234	Directed	5065			1
222	3235	Directed	5066			1
222	3236	Directed	5067			1
222	3237	Directed	5068			1
222	3805	Directed	5069			1
222	3794	Directed	5070			1
746	3805	Directed	5071			1
1070	3957	Directed	5072			1
1070	3397	Directed	5073			1
197	3278	Directed	5074			1
197	3246	Directed	5075			1
197	3335	Directed	5076			1
197	3248	Directed	5077			1
197	3249	Directed	5078			1
197	3250	Directed	5079			1
197	3251	Directed	5080			1
197	3252	Directed	5081			1
752	3706	Directed	5082			1
59	3266	Directed	5083			1
59	3852	Directed	5084			1
59	3268	Directed	5085			1
59	3677	Directed	5086			1
59	3357	Directed	5087			1
59	3271	Directed	5088			1
59	3317	Directed	5089			1
59	3957	Directed	5090			1
59	3274	Directed	5091			1
198	3278	Directed	5092			1
984	3324	Directed	5093			1
984	3281	Directed	5094			1
984	3325	Directed	5095			1
976	3283	Directed	5096			1
773	3895	Directed	5097			1
773	3285	Directed	5098			1
799	3286	Directed	5099			1
799	3287	Directed	5100			1
955	3288	Directed	5101			1
364	3289	Directed	5102			1
364	3290	Directed	5103			1
364	3291	Directed	5104			1
364	3292	Directed	5105			1
364	3293	Directed	5106			1
364	3646	Directed	5107			1
364	3295	Directed	5108			1
364	3296	Directed	5109			1
364	3297	Directed	5110			1
364	3298	Directed	5111			1
364	3299	Directed	5112			1
1304	3402	Directed	5113			1
1015	3875	Directed	5114			1
911	3614	Directed	5115			1
889	3306	Directed	5116			1
138	3631	Directed	5117			1
341	3315	Directed	5118			1
341	3958	Directed	5119			1
1025	3317	Directed	5120			1
472	3318	Directed	5121			1
472	3523	Directed	5122			1
985	3324	Directed	5123			1
985	3325	Directed	5124			1
985	3824	Directed	5125			1
935	3331	Directed	5126			1
695	3332	Directed	5127			1
1208	3480	Directed	5128			1
334	3335	Directed	5129			1
574	3811	Directed	5130			1
574	3609	Directed	5131			1
574	3338	Directed	5132			1
842	3904	Directed	5133			1
235	3495	Directed	5134			1
235	3343	Directed	5135			1
235	3344	Directed	5136			1
235	3345	Directed	5137			1
1307	3446	Directed	5138			1
681	3722	Directed	5139			1
681	3824	Directed	5140			1
192	3356	Directed	5141			1
192	3357	Directed	5142			1
766	3488	Directed	5143			1
79	3983	Directed	5144			1
79	3371	Directed	5145			1
79	3372	Directed	5146			1
1270	3619	Directed	5147			1
929	3377	Directed	5148			1
774	3895	Directed	5149			1
139	3631	Directed	5150			1
139	3388	Directed	5151			1
139	3852	Directed	5152			1
139	3390	Directed	5153			1
139	3391	Directed	5154			1
139	3392	Directed	5155			1
139	3393	Directed	5156			1
139	3806	Directed	5157			1
139	3395	Directed	5158			1
139	3396	Directed	5159			1
139	3397	Directed	5160			1
139	3398	Directed	5161			1
1305	3402	Directed	5162			1
313	3403	Directed	5163			1
786	3406	Directed	5164			1
786	3407	Directed	5165			1
786	3408	Directed	5166			1
786	3409	Directed	5167			1
786	3410	Directed	5168			1
786	3411	Directed	5169			1
578	3609	Directed	5170			1
1020	3626	Directed	5171			1
880	3426	Directed	5172			1
880	3427	Directed	5173			1
880	3428	Directed	5174			1
668	3429	Directed	5175			1
775	3440	Directed	5176			1
775	3441	Directed	5177			1
775	3442	Directed	5178			1
775	3443	Directed	5179			1
775	3824	Directed	5180			1
775	3445	Directed	5181			1
775	3446	Directed	5182			1
851	3461	Directed	5183			1
851	3452	Directed	5184			1
851	3453	Directed	5185			1
851	3454	Directed	5186			1
45	3915	Directed	5187			1
45	3456	Directed	5188			1
45	3457	Directed	5189			1
45	3458	Directed	5190			1
45	3459	Directed	5191			1
45	3460	Directed	5192			1
45	3461	Directed	5193			1
45	3462	Directed	5194			1
45	3463	Directed	5195			1
45	3917	Directed	5196			1
45	3465	Directed	5197			1
45	3466	Directed	5198			1
45	3467	Directed	5199			1
45	3468	Directed	5200			1
45	3469	Directed	5201			1
45	3470	Directed	5202			1
45	3471	Directed	5203			1
45	3472	Directed	5204			1
45	3473	Directed	5205			1
45	3474	Directed	5206			1
45	3796	Directed	5207			1
45	3476	Directed	5208			1
45	3477	Directed	5209			1
45	3478	Directed	5210			1
45	3479	Directed	5211			1
45	3480	Directed	5212			1
45	3481	Directed	5213			1
45	3482	Directed	5214			1
45	3483	Directed	5215			1
45	3484	Directed	5216			1
956	3485	Directed	5217			1
767	3488	Directed	5218			1
767	3489	Directed	5219			1
497	3491	Directed	5220			1
497	3492	Directed	5221			1
497	3828	Directed	5222			1
497	3494	Directed	5223			1
236	3495	Directed	5224			1
236	3496	Directed	5225			1
236	3980	Directed	5226			1
236	3498	Directed	5227			1
236	3499	Directed	5228			1
236	3500	Directed	5229			1
236	3501	Directed	5230			1
236	3702	Directed	5231			1
962	3505	Directed	5232			1
963	3506	Directed	5233			1
963	3507	Directed	5234			1
493	3511	Directed	5235			1
493	3513	Directed	5236			1
904	3513	Directed	5237			1
232	3514	Directed	5238			1
793	3519	Directed	5239			1
793	3520	Directed	5240			1
323	3521	Directed	5241			1
323	3522	Directed	5242			1
484	3523	Directed	5243			1
484	3524	Directed	5244			1
1120	3803	Directed	5245			1
605	3633	Directed	5246			1
366	3985	Directed	5247			1
130	3539	Directed	5248			1
130	3540	Directed	5249			1
130	3554	Directed	5250			1
130	3542	Directed	5251			1
130	3543	Directed	5252			1
130	3544	Directed	5253			1
130	3545	Directed	5254			1
130	3546	Directed	5255			1
130	3547	Directed	5256			1
836	3548	Directed	5257			1
129	3553	Directed	5258			1
645	3554	Directed	5259			1
820	3555	Directed	5260			1
1051	3560	Directed	5261			1
1061	3567	Directed	5262			1
1061	3568	Directed	5263			1
63	3571	Directed	5264			1
63	3572	Directed	5265			1
63	3952	Directed	5266			1
63	3574	Directed	5267			1
63	3981	Directed	5268			1
63	3576	Directed	5269			1
63	3577	Directed	5270			1
63	3578	Directed	5271			1
1153	3580	Directed	5272			1
415	3581	Directed	5273			1
456	3842	Directed	5274			1
979	3943	Directed	5275			1
1221	3637	Directed	5276			1
563	3853	Directed	5277			1
404	3599	Directed	5278			1
291	3831	Directed	5279			1
991	3608	Directed	5280			1
579	3609	Directed	5281			1
640	3612	Directed	5282			1
640	3613	Directed	5283			1
640	3614	Directed	5284			1
640	3615	Directed	5285			1
640	3616	Directed	5286			1
640	3617	Directed	5287			1
640	3618	Directed	5288			1
640	3619	Directed	5289			1
640	3620	Directed	5290			1
109	3623	Directed	5291			1
109	3624	Directed	5292			1
109	3974	Directed	5293			1
109	3626	Directed	5294			1
109	3627	Directed	5295			1
140	3631	Directed	5296			1
140	3632	Directed	5297			1
140	3633	Directed	5298			1
140	3634	Directed	5299			1
140	3635	Directed	5300			1
140	3636	Directed	5301			1
140	3637	Directed	5302			1
213	3638	Directed	5303			1
213	3639	Directed	5304			1
213	3640	Directed	5305			1
213	3641	Directed	5306			1
213	3642	Directed	5307			1
213	3643	Directed	5308			1
213	3644	Directed	5309			1
213	3645	Directed	5310			1
213	3646	Directed	5311			1
213	3647	Directed	5312			1
213	3648	Directed	5313			1
213	3649	Directed	5314			1
213	3650	Directed	5315			1
503	3653	Directed	5316			1
74	3656	Directed	5317			1
74	3657	Directed	5318			1
74	3658	Directed	5319			1
74	3659	Directed	5320			1
74	3660	Directed	5321			1
132	3662	Directed	5322			1
132	3663	Directed	5323			1
132	3664	Directed	5324			1
46	3915	Directed	5325			1
46	3918	Directed	5326			1
292	3831	Directed	5327			1
292	3675	Directed	5328			1
292	3844	Directed	5329			1
701	3677	Directed	5330			1
100	3678	Directed	5331			1
100	3679	Directed	5332			1
370	3681	Directed	5333			1
370	3682	Directed	5334			1
753	3706	Directed	5335			1
424	3851	Directed	5336			1
554	3913	Directed	5337			1
133	3699	Directed	5338			1
133	3700	Directed	5339			1
133	3701	Directed	5340			1
133	3702	Directed	5341			1
39	3704	Directed	5342			1
754	3706	Directed	5343			1
156	3708	Directed	5344			1
156	3709	Directed	5345			1
78	3712	Directed	5346			1
78	3713	Directed	5347			1
78	3714	Directed	5348			1
479	3720	Directed	5349			1
682	3722	Directed	5350			1
682	3723	Directed	5351			1
447	3729	Directed	5352			1
447	3725	Directed	5353			1
447	3857	Directed	5354			1
447	3727	Directed	5355			1
239	3728	Directed	5356			1
239	3729	Directed	5357			1
239	3730	Directed	5358			1
239	3731	Directed	5359			1
239	3732	Directed	5360			1
239	3733	Directed	5361			1
239	3734	Directed	5362			1
239	3735	Directed	5363			1
239	3736	Directed	5364			1
634	3738	Directed	5365			1
634	3739	Directed	5366			1
634	3931	Directed	5367			1
634	3806	Directed	5368			1
634	3957	Directed	5369			1
634	3743	Directed	5370			1
634	3744	Directed	5371			1
634	3745	Directed	5372			1
634	3746	Directed	5373			1
634	3747	Directed	5374			1
634	3748	Directed	5375			1
218	3749	Directed	5376			1
781	3827	Directed	5377			1
303	3759	Directed	5378			1
304	3759	Directed	5379			1
816	3772	Directed	5380			1
118	3780	Directed	5381			1
118	3781	Directed	5382			1
118	3782	Directed	5383			1
704	3792	Directed	5384			1
131	3793	Directed	5385			1
131	3794	Directed	5386			1
822	3795	Directed	5387			1
822	3796	Directed	5388			1
822	3797	Directed	5389			1
822	3798	Directed	5390			1
822	3799	Directed	5391			1
822	3800	Directed	5392			1
822	3801	Directed	5393			1
822	3802	Directed	5394			1
1121	3803	Directed	5395			1
747	3805	Directed	5396			1
944	3806	Directed	5397			1
226	3810	Directed	5398			1
226	3811	Directed	5399			1
226	3812	Directed	5400			1
627	3813	Directed	5401			1
463	3814	Directed	5402			1
463	3815	Directed	5403			1
1092	3919	Directed	5404			1
559	3821	Directed	5405			1
559	3822	Directed	5406			1
181	3823	Directed	5407			1
181	3824	Directed	5408			1
417	3825	Directed	5409			1
417	3875	Directed	5410			1
782	3827	Directed	5411			1
782	3828	Directed	5412			1
782	3829	Directed	5413			1
782	3830	Directed	5414			1
293	3831	Directed	5415			1
1102	3854	Directed	5416			1
464	3833	Directed	5417			1
464	3834	Directed	5418			1
464	3835	Directed	5419			1
835	3839	Directed	5420			1
1029	3841	Directed	5421			1
457	3842	Directed	5422			1
457	3843	Directed	5423			1
312	3844	Directed	5424			1
425	3851	Directed	5425			1
203	3852	Directed	5426			1
203	3853	Directed	5427			1
203	3854	Directed	5428			1
203	3855	Directed	5429			1
1094	3857	Directed	5430			1
798	3858	Directed	5431			1
1242	3860	Directed	5432			1
1016	3875	Directed	5433			1
949	3887	Directed	5434			1
769	3895	Directed	5435			1
1065	3957	Directed	5436			1
294	3892	Directed	5437			1
1047	3893	Directed	5438			1
939	3894	Directed	5439			1
771	3895	Directed	5440			1
814	3896	Directed	5441			1
814	3897	Directed	5442			1
841	3904	Directed	5443			1
1003	3905	Directed	5444			1
552	3913	Directed	5445			1
44	3915	Directed	5446			1
44	3916	Directed	5447			1
44	3917	Directed	5448			1
44	3918	Directed	5449			1
44	3919	Directed	5450			1
853	3920	Directed	5451			1
853	3921	Directed	5452			1
669	3928	Directed	5453			1
687	3930	Directed	5454			1
925	3931	Directed	5455			1
1053	3939	Directed	5456			1
1053	3941	Directed	5457			1
1073	3941	Directed	5458			1
980	3943	Directed	5459			1
209	3951	Directed	5460			1
209	3952	Directed	5461			1
1068	3957	Directed	5462			1
878	3958	Directed	5463			1
147	3964	Directed	5464			1
164	3972	Directed	5465			1
164	3973	Directed	5466			1
164	3974	Directed	5467			1
164	3975	Directed	5468			1
164	3976	Directed	5469			1
779	3980	Directed	5470			1
779	3981	Directed	5471			1
80	3983	Directed	5472			1
80	3984	Directed	5473			1
80	3985	Directed	5474			1
80	3986	Directed	5475			1
1285	858	Directed	5476			1
468	81	Directed	5477			1
416	411	Directed	5478			1
416	417	Directed	5479			1
126	125	Directed	5480			1
126	127	Directed	5481			1
288	289	Directed	5482			1
288	290	Directed	5483			1
288	291	Directed	5484			1
288	292	Directed	5485			1
288	293	Directed	5486			1
407	408	Directed	5487			1
407	409	Directed	5488			1
407	306	Directed	5489			1
473	474	Directed	5490			1
473	475	Directed	5491			1
473	114	Directed	5492			1
473	476	Directed	5493			1
473	477	Directed	5494			1
473	478	Directed	5495			1
473	479	Directed	5496			1
282	607	Directed	5497			1
686	110	Directed	5498			1
575	576	Directed	5499			1
575	577	Directed	5500			1
575	574	Directed	5501			1
575	578	Directed	5502			1
575	579	Directed	5503			1
199	114	Directed	5504			1
199	200	Directed	5505			1
199	201	Directed	5506			1
199	117	Directed	5507			1
199	384	Directed	5508			1
199	197	Directed	5509			1
199	868	Directed	5510			1
199	364	Directed	5511			1
112	113	Directed	5512			1
112	114	Directed	5513			1
112	115	Directed	5514			1
112	116	Directed	5515			1
112	117	Directed	5516			1
112	118	Directed	5517			1
113	112	Directed	5518			1
113	114	Directed	5519			1
113	115	Directed	5520			1
113	116	Directed	5521			1
113	117	Directed	5522			1
113	118	Directed	5523			1
62	63	Directed	5524			1
923	815	Directed	5525			1
923	924	Directed	5526			1
923	925	Directed	5527			1
923	634	Directed	5528			1
542	48	Directed	5529			1
466	120	Directed	5530			1
466	467	Directed	5531			1
466	239	Directed	5532			1
77	55	Directed	5533			1
77	78	Directed	5534			1
856	782	Directed	5535			1
643	644	Directed	5536			1
643	189	Directed	5537			1
643	130	Directed	5538			1
643	645	Directed	5539			1
545	185	Directed	5540			1
545	186	Directed	5541			1
664	68	Directed	5542			1
157	158	Directed	5543			1
30	128	Directed	5544			1
30	99	Directed	5545			1
30	129	Directed	5546			1
30	120	Directed	5547			1
30	130	Directed	5548			1
30	365	Directed	5549			1
30	87	Directed	5550			1
30	80	Directed	5551			1
30	366	Directed	5552			1
30	792	Directed	5553			1
30	841	Directed	5554			1
30	65	Directed	5555			1
30	842	Directed	5556			1
30	751	Directed	5557			1
30	935	Directed	5558			1
1080	120	Directed	5559			1
1080	1081	Directed	5560			1
1080	1082	Directed	5561			1
120	121	Directed	5562			1
120	122	Directed	5563			1
120	123	Directed	5564			1
120	124	Directed	5565			1
120	30	Directed	5566			1
120	130	Directed	5567			1
120	466	Directed	5568			1
120	467	Directed	5569			1
120	1080	Directed	5570			1
120	1081	Directed	5571			1
120	1082	Directed	5572			1
367	368	Directed	5573			1
367	140	Directed	5574			1
367	1270	Directed	5575			1
367	640	Directed	5576			1
136	137	Directed	5577			1
136	138	Directed	5578			1
136	139	Directed	5579			1
136	140	Directed	5580			1
41	962	Directed	5581			1
41	429	Directed	5582			1
41	109	Directed	5583			1
765	570	Directed	5584			1
765	81	Directed	5585			1
765	766	Directed	5586			1
765	767	Directed	5587			1
770	769	Directed	5588			1
770	771	Directed	5589			1
770	227	Directed	5590			1
770	742	Directed	5591			1
770	772	Directed	5592			1
770	773	Directed	5593			1
770	774	Directed	5594			1
365	30	Directed	5595			1
365	87	Directed	5596			1
365	99	Directed	5597			1
365	80	Directed	5598			1
365	366	Directed	5599			1
872	325	Directed	5600			1
872	873	Directed	5601			1
872	454	Directed	5602			1
872	874	Directed	5603			1
872	875	Directed	5604			1
872	876	Directed	5605			1
872	877	Directed	5606			1
872	878	Directed	5607			1
872	341	Directed	5608			1
644	643	Directed	5609			1
644	189	Directed	5610			1
644	130	Directed	5611			1
644	645	Directed	5612			1
441	442	Directed	5613			1
441	490	Directed	5614			1
441	491	Directed	5615			1
441	492	Directed	5616			1
441	493	Directed	5617			1
441	325	Directed	5618			1
1002	189	Directed	5619			1
453	454	Directed	5620			1
453	287	Directed	5621			1
453	455	Directed	5622			1
453	456	Directed	5623			1
453	457	Directed	5624			1
480	481	Directed	5625			1
480	482	Directed	5626			1
480	483	Directed	5627			1
480	476	Directed	5628			1
480	117	Directed	5629			1
480	470	Directed	5630			1
480	472	Directed	5631			1
480	484	Directed	5632			1
121	120	Directed	5633			1
121	122	Directed	5634			1
121	123	Directed	5635			1
121	124	Directed	5636			1
121	125	Directed	5637			1
637	65	Directed	5638			1
134	48	Directed	5639			1
402	403	Directed	5640			1
402	302	Directed	5641			1
402	401	Directed	5642			1
402	404	Directed	5643			1
402	226	Directed	5644			1
1148	74	Directed	5645			1
1245	570	Directed	5646			1
1245	81	Directed	5647			1
68	69	Directed	5648			1
68	70	Directed	5649			1
68	98	Directed	5650			1
68	664	Directed	5651			1
68	751	Directed	5652			1
68	245	Directed	5653			1
68	158	Directed	5654			1
68	1061	Directed	5655			1
68	661	Directed	5656			1
68	235	Directed	5657			1
68	1238	Directed	5658			1
219	220	Directed	5659			1
154	137	Directed	5660			1
154	155	Directed	5661			1
154	156	Directed	5662			1
408	407	Directed	5663			1
408	409	Directed	5664			1
408	306	Directed	5665			1
408	502	Directed	5666			1
408	503	Directed	5667			1
98	68	Directed	5668			1
661	68	Directed	5669			1
661	235	Directed	5670			1
661	1198	Directed	5671			1
327	328	Directed	5672			1
327	78	Directed	5673			1
327	685	Directed	5674			1
327	110	Directed	5675			1
327	54	Directed	5676			1
328	327	Directed	5677			1
328	78	Directed	5678			1
328	552	Directed	5679			1
328	553	Directed	5680			1
328	554	Directed	5681			1
570	765	Directed	5682			1
570	81	Directed	5683			1
570	766	Directed	5684			1
570	767	Directed	5685			1
570	1245	Directed	5686			1
119	132	Directed	5687			1
119	224	Directed	5688			1
119	117	Directed	5689			1
119	225	Directed	5690			1
490	441	Directed	5691			1
490	491	Directed	5692			1
490	492	Directed	5693			1
490	493	Directed	5694			1
941	191	Directed	5695			1
941	248	Directed	5696			1
941	942	Directed	5697			1
941	790	Directed	5698			1
941	943	Directed	5699			1
941	139	Directed	5700			1
941	634	Directed	5701			1
941	944	Directed	5702			1
778	779	Directed	5703			1
778	236	Directed	5704			1
778	1029	Directed	5705			1
1033	54	Directed	5706			1
1033	1034	Directed	5707			1
555	55	Directed	5708			1
555	556	Directed	5709			1
555	557	Directed	5710			1
555	558	Directed	5711			1
555	559	Directed	5712			1
938	939	Directed	5713			1
938	940	Directed	5714			1
938	954	Directed	5715			1
938	955	Directed	5716			1
938	1145	Directed	5717			1
481	480	Directed	5718			1
481	482	Directed	5719			1
481	483	Directed	5720			1
481	476	Directed	5721			1
481	117	Directed	5722			1
481	470	Directed	5723			1
481	472	Directed	5724			1
481	484	Directed	5725			1
385	54	Directed	5726			1
385	386	Directed	5727			1
385	53	Directed	5728			1
380	47	Directed	5729			1
69	68	Directed	5730			1
69	70	Directed	5731			1
1306	114	Directed	5732			1
1306	1307	Directed	5733			1
1306	775	Directed	5734			1
474	473	Directed	5735			1
474	475	Directed	5736			1
474	114	Directed	5737			1
474	476	Directed	5738			1
474	477	Directed	5739			1
474	478	Directed	5740			1
474	479	Directed	5741			1
474	633	Directed	5742			1
474	634	Directed	5743			1
474	137	Directed	5744			1
474	47	Directed	5745			1
474	314	Directed	5746			1
474	59	Directed	5747			1
474	701	Directed	5748			1
474	956	Directed	5749			1
48	134	Directed	5750			1
48	542	Directed	5751			1
48	245	Directed	5752			1
48	963	Directed	5753			1
48	429	Directed	5754			1
48	86	Directed	5755			1
48	164	Directed	5756			1
48	109	Directed	5757			1
743	744	Directed	5758			1
743	745	Directed	5759			1
743	277	Directed	5760			1
743	222	Directed	5761			1
743	746	Directed	5762			1
743	747	Directed	5763			1
965	43	Directed	5764			1
965	966	Directed	5765			1
965	45	Directed	5766			1
442	441	Directed	5767			1
137	136	Directed	5768			1
137	138	Directed	5769			1
137	139	Directed	5770			1
137	140	Directed	5771			1
137	154	Directed	5772			1
137	155	Directed	5773			1
137	156	Directed	5774			1
137	197	Directed	5775			1
137	198	Directed	5776			1
137	202	Directed	5777			1
137	59	Directed	5778			1
137	203	Directed	5779			1
137	248	Directed	5780			1
137	117	Directed	5781			1
137	249	Directed	5782			1
137	474	Directed	5783			1
137	47	Directed	5784			1
137	314	Directed	5785			1
137	701	Directed	5786			1
137	497	Directed	5787			1
137	114	Directed	5788			1
137	1065	Directed	5789			1
137	224	Directed	5790			1
137	1066	Directed	5791			1
137	1067	Directed	5792			1
137	1068	Directed	5793			1
137	1069	Directed	5794			1
137	1070	Directed	5795			1
137	634	Directed	5796			1
137	200	Directed	5797			1
977	978	Directed	5798			1
977	110	Directed	5799			1
977	979	Directed	5800			1
977	980	Directed	5801			1
958	959	Directed	5802			1
958	44	Directed	5803			1
958	45	Directed	5804			1
208	209	Directed	5805			1
784	114	Directed	5806			1
784	785	Directed	5807			1
784	118	Directed	5808			1
784	384	Directed	5809			1
784	155	Directed	5810			1
784	794	Directed	5811			1
784	795	Directed	5812			1
784	197	Directed	5813			1
283	284	Directed	5814			1
283	285	Directed	5815			1
283	286	Directed	5816			1
283	222	Directed	5817			1
485	114	Directed	5818			1
485	248	Directed	5819			1
485	197	Directed	5820			1
954	938	Directed	5821			1
954	955	Directed	5822			1
986	987	Directed	5823			1
986	984	Directed	5824			1
986	985	Directed	5825			1
54	231	Directed	5826			1
54	223	Directed	5827			1
54	53	Directed	5828			1
54	232	Directed	5829			1
54	185	Directed	5830			1
54	385	Directed	5831			1
54	386	Directed	5832			1
54	55	Directed	5833			1
54	426	Directed	5834			1
54	736	Directed	5835			1
54	327	Directed	5836			1
54	814	Directed	5837			1
54	1033	Directed	5838			1
54	1034	Directed	5839			1
54	1242	Directed	5840			1
815	816	Directed	5841			1
815	923	Directed	5842			1
815	924	Directed	5843			1
815	925	Directed	5844			1
815	634	Directed	5845			1
1081	1080	Directed	5846			1
1081	120	Directed	5847			1
1081	1082	Directed	5848			1
325	53	Directed	5849			1
325	872	Directed	5850			1
325	873	Directed	5851			1
325	454	Directed	5852			1
325	874	Directed	5853			1
325	875	Directed	5854			1
325	876	Directed	5855			1
325	877	Directed	5856			1
325	878	Directed	5857			1
325	341	Directed	5858			1
325	441	Directed	5859			1
187	188	Directed	5860			1
187	189	Directed	5861			1
187	411	Directed	5862			1
187	415	Directed	5863			1
187	961	Directed	5864			1
187	853	Directed	5865			1
187	772	Directed	5866			1
187	838	Directed	5867			1
210	211	Directed	5868			1
210	212	Directed	5869			1
210	213	Directed	5870			1
210	316	Directed	5871			1
210	317	Directed	5872			1
36	37	Directed	5873			1
36	38	Directed	5874			1
36	39	Directed	5875			1
475	473	Directed	5876			1
475	474	Directed	5877			1
475	114	Directed	5878			1
475	476	Directed	5879			1
475	477	Directed	5880			1
475	478	Directed	5881			1
475	479	Directed	5882			1
390	419	Directed	5883			1
390	420	Directed	5884			1
390	140	Directed	5885			1
390	627	Directed	5886			1
390	793	Directed	5887			1
796	797	Directed	5888			1
796	798	Directed	5889			1
796	414	Directed	5890			1
796	949	Directed	5891			1
828	744	Directed	5892			1
828	829	Directed	5893			1
969	81	Directed	5894			1
873	872	Directed	5895			1
873	325	Directed	5896			1
873	454	Directed	5897			1
873	874	Directed	5898			1
873	875	Directed	5899			1
873	876	Directed	5900			1
873	877	Directed	5901			1
873	878	Directed	5902			1
873	341	Directed	5903			1
873	940	Directed	5904			1
873	991	Directed	5905			1
114	112	Directed	5906			1
114	113	Directed	5907			1
114	115	Directed	5908			1
114	116	Directed	5909			1
114	117	Directed	5910			1
114	118	Directed	5911			1
114	156	Directed	5912			1
114	47	Directed	5913			1
114	181	Directed	5914			1
114	199	Directed	5915			1
114	200	Directed	5916			1
114	201	Directed	5917			1
114	224	Directed	5918			1
114	197	Directed	5919			1
114	334	Directed	5920			1
114	323	Directed	5921			1
114	473	Directed	5922			1
114	474	Directed	5923			1
114	475	Directed	5924			1
114	476	Directed	5925			1
114	477	Directed	5926			1
114	478	Directed	5927			1
114	479	Directed	5928			1
114	485	Directed	5929			1
114	248	Directed	5930			1
114	784	Directed	5931			1
114	785	Directed	5932			1
114	384	Directed	5933			1
114	155	Directed	5934			1
114	794	Directed	5935			1
114	795	Directed	5936			1
114	137	Directed	5937			1
114	912	Directed	5938			1
114	968	Directed	5939			1
114	1050	Directed	5940			1
114	1065	Directed	5941			1
114	1066	Directed	5942			1
114	1067	Directed	5943			1
114	1068	Directed	5944			1
