,embedding,node_id
122,"[ 3.54311633  0.          3.15828085  1.30234253  2.2203486   0.
  4.01292467  0.          4.17447186  0.          3.35823345  0.25097486
  0.          2.10906029  0.54921073  3.61048961  3.3985734   0.          0.
  1.15593779  2.30808234  1.46993017  1.59569037  2.29936647  0.          0.
  0.          1.27825248  0.          0.51774389  0.          2.04069567]",139
123,"[ 3.05011058  0.05095446  2.89041948  1.28554821  2.04194903  0.
  3.47378564  0.          3.52385354  0.          3.22258496  0.          0.
  1.05153799  0.7263248   3.10940671  3.32350326  0.12864746  0.
  0.72668505  2.09649086  0.64762294  1.36126637  1.48917699  0.17901795
  0.          0.34341046  0.99148166  0.          0.48053312  0.
  1.21554828]",203
124,"[ 2.96459174  0.          2.24908996  1.54150164  1.53024662  0.
  3.47854733  0.          2.96071029  0.          2.879462    0.30982772
  0.          0.76794666  0.42372453  2.45203042  2.36986518  0.37192217
  0.          0.66816527  2.51632929  1.15901947  0.84710163  1.47849464
  0.54141605  0.          0.38381296  0.81643671  0.          0.42756593
  0.          1.51350808]",252
125,"[ 3.07918429  0.          2.19382453  1.65950203  1.63115549  0.
  3.90776515  0.          3.1146996   0.          2.88417697  0.60933828
  0.          0.37609825  0.56328303  2.44043183  2.38967133  0.23382387
  0.          0.93874091  2.85930586  1.24373484  0.94984734  1.65434301
  0.60113484  0.          0.34639341  1.0213728   0.          0.76361489
  0.          2.05496454]",200
126,"[ 2.67936063  0.          2.14586306  1.23979056  1.69201815  0.
  3.26139808  0.          2.73742986  0.          2.55628181  0.          0.
  0.42695612  0.44049323  2.17087173  2.09064269  0.30708075  0.
  0.77864754  1.80651867  0.55814213  1.05610788  1.20441234  0.6598537   0.
  0.33179069  0.5343588   0.          0.34146804  0.          1.25106347]",253
127,"[ 3.01726866  0.          1.92460108  1.46045411  1.92629337  0.
  3.27344108  0.          3.36333728  0.          3.07113624  0.1367823   0.
  0.88436854  0.3013196   2.36629486  2.56095624  0.          0.
  0.73560375  2.26966619  1.23693943  0.96962839  1.48336446  0.46019241
  0.          0.          0.87759519  0.          0.55277991  0.
  1.71333528]",748
128,"[ 3.2936573   0.          2.81617975  1.23754096  1.96479523  0.
  3.72977114  0.          3.66709113  0.          3.15006876  0.          0.
  1.38312399  0.33282563  2.61311722  2.98247743  0.41671079  0.
  0.74966383  1.98660278  1.00025082  0.95488435  1.39045572  0.28742844
  0.          0.10243291  0.52739811  0.          0.19240148  0.
  1.52163386]",192
129,"[ 2.79364586  0.          2.16562796  1.30162823  1.43749559  0.
  3.32963347  0.          2.52591729  0.          2.59382415  0.35886961
  0.          0.57050139  0.48814762  2.40693069  2.07752705  0.3762455   0.
  0.88828218  2.14096928  0.73923564  0.95006996  1.5192976   0.67851454
  0.          0.44958264  0.72290713  0.          0.37491223  0.
  1.50090051]",1025
130,"[ 3.03468442  0.          2.64971304  1.48029602  1.63711107  0.
  3.70188165  0.00865741  3.43407607  0.          3.2038517   0.06582757
  0.          1.31472683  0.61483926  2.57671094  2.80494666  0.36715737
  0.          0.87192917  2.27193213  0.90348375  1.56937289  2.0414865   0.
  0.          0.          0.74421239  0.          0.17802909  0.
  1.47741985]",1065
131,"[ 3.05558968  0.          2.80790186  2.04045701  1.59503186  0.
  3.94408202  0.0917003   3.5314064   0.          3.13753319  0.48899469
  0.          1.53340185  0.67715245  2.81929994  3.10241914  0.51196593
  0.          0.76156282  2.7334938   1.04640317  1.74181342  2.23365545
  0.          0.          0.          0.74633342  0.          0.56257659
  0.          1.51322401]",224
132,"[ 3.05387688  0.          2.93602371  1.6133343   1.63890564  0.
  3.72228956  0.          3.62017655  0.          3.03091407  0.          0.
  1.41709781  0.60048002  2.81193781  2.75226068  0.3617278   0.
  1.13587523  2.19542456  0.92942882  1.44715822  2.24494052  0.          0.
  0.          0.65665686  0.          0.28151312  0.          1.4496485 ]",1066
133,"[ 2.93982363  0.          2.6805408   1.75750685  1.7208823   0.
  3.62617755  0.          3.6555407   0.          3.18993926  0.09734297
  0.          1.45963442  0.47284156  2.80539608  2.91299701  0.22167435
  0.          0.81195688  2.26275873  1.20618927  1.68128788  2.23906207
  0.          0.          0.          0.89280057  0.          0.22637919
  0.          1.64673638]",1067
134,"[ 2.90374327  0.          2.73717308  1.45504773  1.5962981   0.
  3.66248679  0.02603442  3.435467    0.          3.27021432  0.          0.
  1.20033145  0.42129895  2.50586247  2.646878    0.28778544  0.
  0.74492502  2.19684243  0.84242928  1.44705522  1.95390487  0.          0.
  0.          0.68419027  0.          0.29221755  0.          1.43663299]",1068
135,"[ 3.07006407  0.          2.71144557  1.49231791  1.6125859   0.          3.733145
  0.          3.58735442  0.          3.16992044  0.          0.
  1.30809772  0.58343118  2.79560447  2.70359087  0.20620848  0.
  0.86982667  2.2826488   1.07952917  1.41408169  1.97043419  0.          0.
  0.          0.76366615  0.          0.26480731  0.          1.63743532]",1069
136,"[ 3.04786325  0.          2.55150676  1.44027364  1.90892375  0.          3.6269505
  0.          3.65966344  0.          3.31287694  0.          0.          1.3399725
  0.50236171  2.65961123  3.04866242  0.17834517  0.          0.69350296
  2.22495914  0.96317196  1.54614758  1.89243722  0.          0.          0.
  0.73553991  0.          0.2457788   0.          1.57254624]",1070
137,"[ 3.49679089  0.          3.36210656  1.45484138  2.20180607  0.
  4.01838636  0.          4.23649311  0.          3.82473111  0.          0.
  1.75082719  0.77907568  3.35370064  3.52929068  0.0654306   0.
  1.01256847  2.31841683  1.62522066  1.70666587  2.35319138  0.          0.
  0.          1.00398326  0.          0.2901071   0.          2.03252935]",634
138,"[ 2.02019286  0.49099827  2.25154376  0.95689535  0.48815113  0.
  2.31586862  0.          2.65253186  0.13428727  2.97565007  0.09682891
  0.          1.18645918  0.13865316  2.52799201  2.22348571  0.          0.
  0.56643242  1.50168324  0.74846774  1.36652052  1.68571937  0.          0.
  0.03144375  0.62761849  0.          0.42881164  0.          0.88313526]",62
139,"[ 2.08771086  0.65907884  2.77944374  0.84751934  0.71505517  0.
  2.81588554  0.          3.01644206  0.          3.18993998  0.08620489
  0.          1.56426716  0.16925448  3.22371626  2.88622046  0.          0.
  0.59664172  1.42107511  0.30603975  0.95664376  1.34782434  0.          0.
  0.09592699  0.38901564  0.          0.42731318  0.          1.18981087]",63
140,"[ 2.09666991  0.59732664  2.68472862  1.2878921   0.86029768  0.
  2.64824677  0.          3.26174521  0.          3.12055326  0.43066236
  0.          1.45841146  0.01052636  3.14357281  2.68309641  0.          0.
  0.6136505   1.83984351  0.98871237  1.19890261  1.78034568  0.          0.
  0.174043    0.67183656  0.          0.5094853   0.          1.28453803]",209
141,"[ 1.98490989  0.71472359  2.82357311  0.948681    1.05697167  0.
  2.37536407  0.          2.79344726  0.          2.40795922  0.12112235
  0.          1.45907021  0.15135615  2.98360109  2.53420281  0.          0.
  0.81531632  1.73205507  0.90181774  1.50949752  1.54963219  0.          0.
  0.          0.86578733  0.          0.52260035  0.          1.444574  ]",779
142,"[ 1.55382013  0.15280451  2.21578026  0.55479074  0.67057455  0.
  2.11545753  0.          2.73804426  0.          2.74794841  0.          0.
  1.27767265  0.04572384  2.24080658  2.01059771  0.          0.
  0.60306942  1.66558373  0.92892909  0.34221792  1.33095741  0.          0.
  0.17718221  0.45164746  0.          0.83402485  0.          1.16432488]",953
143,"[ 3.26522517  0.84562361  2.62874413  0.          0.56949449  0.
  3.22989416  0.          3.16959882  0.23798722  3.85812473  0.          0.
  1.26071823  0.          3.25349998  3.23745608  0.          0.
  0.79289961  1.89313734  0.6586861   0.          1.12736964  0.          0.
  1.09107709  0.33921611  0.          0.74633807  0.          2.01514816]",79
144,"[ 3.64055371  0.87642992  2.71114087  0.69284409  0.40624949  0.
  4.76767874  0.          3.76105165  0.          5.57073021  0.          0.
  1.84288609  0.          3.58882213  3.80852103  0.          0.
  0.10370837  1.3677454   0.16638204  0.          1.82497656  0.
  0.22379291  2.13751984  0.47512868  0.          0.          0.
  1.92546797]",411
145,"[ 3.3313334   0.4798573   2.5761466   0.02373909  0.50736582  0.
  3.33698058  0.          3.34783316  0.          4.16697454  0.          0.
  1.29263318  0.          3.23465848  3.18356824  0.          0.          0.6549542
  2.04751682  0.70797414  0.          1.30630577  0.          0.          1.0140934
  0.37235075  0.          0.80419469  0.          2.02487683]",637
146,"[ 3.30567408  0.36757487  2.61671066  0.          0.50164813  0.
  3.26499462  0.          3.15667915  0.07378621  3.92579484  0.          0.
  1.37340903  0.          3.13537765  2.99621391  0.          0.
  0.57659674  1.7185204   0.56686801  0.          1.24371576  0.          0.
  0.70095551  0.04199357  0.          0.45218059  0.          1.97674453]",786
147,"[ 3.11793208  0.04621288  3.10548782  1.14593959  2.26452398  0.          4.153862
  0.          4.28281307  0.          4.15025902  0.04671312  0.
  1.23429477  0.2674748   4.35239601  4.77690458  0.          0.
  0.46257314  1.96809232  0.32701916  1.2261095   1.59966528  0.          0.
  1.35015869  0.63639361  0.          0.88417488  0.3058244   1.79198563]",68
148,"[ 2.5210278   0.          2.62228394  0.7304222   1.61181092  0.
  3.62202191  0.          3.2326889   0.          3.39442968  0.37764421
  0.          1.20147943  0.21229057  3.52757764  4.10916328  0.          0.
  0.47172782  1.75277615  0.33280304  0.92744511  1.39190602  0.07326237
  0.          0.92703074  0.52314878  0.          0.65637714  0.13230899
  1.4290427 ]",69
149,"[ 2.96708584  0.3288691   3.0507915   0.52276897  1.53433013  0.
  4.01950979  0.          3.5603838   0.          3.36650848  0.5168606   0.
  1.50713825  0.79833102  4.23732424  4.14310598  0.          0.          1.3190999
  2.62091708  0.99508399  1.47103894  1.36448228  0.          0.
  1.03224587  0.86418009  0.          1.43314362  0.          1.73731411]",70
150,"[ 2.46647239  0.6052494   2.45652485  1.44612789  1.28041542  0.
  3.72015166  0.          3.26047039  0.          3.49160171  0.21452981
  0.          1.2548629   0.26202849  3.44132805  3.93832302  0.          0.
  0.34664044  1.97587132  0.          0.75911605  1.00948799  0.          0.
  1.20358992  0.37576622  0.          0.57700217  0.          1.04045975]",98
151,"[ 2.55138278  0.          2.61931348  0.74833858  1.30076587  0.
  3.41725016  0.          3.3744626   0.          3.59453011  0.12836985
  0.          1.50870156  0.07228659  3.55304289  4.01362228  0.          0.
  0.15054502  1.61333692  0.26175714  0.74310523  1.09867251  0.          0.
  1.23741341  0.36764598  0.          0.19147278  0.06595834  1.36804938]",664
152,"[ 2.67570114  0.3946541   2.79053307  1.42074966  1.77900684  0.
  3.48779917  0.          3.29341507  0.          3.73582649  0.20590511
  0.          1.26528013  0.35040376  3.96766496  4.29221153  0.          0.
  0.15603007  1.5890069   0.09982908  0.99206954  1.04347575  0.          0.
  1.70362842  0.49364218  0.          0.70672464  0.09589551  1.03044939]",1061
153,"[ 2.56363273  0.57419115  3.00994205  0.8654381   0.83984905  0.
  3.42019606  0.          2.78323603  0.          3.35200977  0.          0.
  1.63798547  0.26355317  3.49061704  3.36233258  0.          0.
  0.74098325  1.58184409  0.          1.13410354  1.63932991  0.          0.
  1.03471529  0.53374231  0.          0.25229579  0.          0.9892047 ]",661
154,"[ 2.44436622  0.24277073  2.380198    1.22275472  1.19677818  0.
  3.15028667  0.          3.05297947  0.04169215  3.61587191  0.0178656   0.
  1.48535693  0.30466965  3.28964305  3.54765964  0.          0.
  0.13755633  1.59946394  0.06731153  0.85374492  1.06769121  0.          0.
  1.06192434  0.2657232   0.          0.09456389  0.          1.03705347]",1238
155,"[ 2.40075803  0.26050365  2.47132683  0.10839116  1.09528553  0.
  2.95837355  0.          3.13363838  0.          2.89521909  0.          0.
  1.19833469  0.46448895  3.306633    3.48053837  0.          0.
  0.87469381  1.87535655  1.19810545  1.18353927  1.24582434  0.          0.
  0.55490744  0.67156392  0.          0.93689126  0.03967135  1.50840747]",76
156,"[ 2.55511999  0.6028747   2.39806819  0.49521989  1.35201168  0.
  3.14844871  0.          3.00606298  0.          2.76401997  0.52914786
  0.          0.95501041  0.6384514   3.12202978  3.37170243  0.          0.
  1.00317538  2.19236469  1.0079565   0.92911369  1.1148876   0.          0.
  0.60320443  0.79639721  0.          1.81683338  0.          1.40753651]",887
157,"[ 2.67733693  0.          2.64630437  1.01564682  0.93219984  0.
  3.29000235  0.          3.10667729  0.          2.59422088  0.33191711
  0.          1.45301092  0.71123993  3.31426454  2.77323866  0.          0.
  0.83623648  2.41162729  1.13373649  1.1542995   1.65659094  0.          0.
  0.24153221  0.9123804   0.          1.06773555  0.          1.48409832]",384
158,"[ 2.69089746  0.          2.45119333  0.19701192  1.26244712  0.
  3.03445506  0.          2.94605422  0.          3.05285382  0.28930733
  0.          1.39160466  0.78135955  3.13916683  3.35905719  0.          0.
  1.15280175  2.24118018  1.12888622  0.98306626  1.2627883   0.          0.
  0.64878923  0.54301077  0.          1.44756377  0.          1.49398077]",919
159,"[ 2.59722757  1.73499203  3.01008725  1.43736792  0.59499502  0.
  3.33544517  0.          2.68605852  0.11664736  3.51016855  0.82928777
  0.          1.67042267  0.01465701  4.0364542   3.81341362  0.05265499
  0.          0.70266521  1.49393845  0.8929621   1.71860909  1.84749067
  0.          0.          0.83216435  1.29651928  0.26816046  0.38226339
  0.          1.16219699]",74
160,"[  2.40170979e+00   1.34935904e+00   3.14291072e+00   1.49290502e+00
   1.03929055e+00   0.00000000e+00   3.46731758e+00   0.00000000e+00
   3.32965469e+00   2.47002333e-01   3.73481417e+00   8.87018979e-01
   0.00000000e+00   2.35130429e+00   3.29491824e-01   4.14282942e+00
   4.67399359e+00   2.68897787e-03   0.00000000e+00   6.00246906e-01
   1.51600873e+00   9.94839489e-01   2.25086927e+00   2.34012485e+00
   0.00000000e+00   0.00000000e+00   3.77129376e-01   1.23229098e+00
   0.00000000e+00   1.23225808e-01   0.00000000e+00   1.11953509e+00]",306
161,"[  2.94262314e+00   1.35264087e+00   3.09709144e+00   1.17577147e+00
   1.11940598e+00   0.00000000e+00   3.34259319e+00   4.37771343e-02
   3.26202250e+00   0.00000000e+00   3.63174105e+00   8.08980465e-01
   0.00000000e+00   2.26001883e+00   2.98769742e-01   3.95224214e+00
   4.28512859e+00   0.00000000e+00   0.00000000e+00   6.84659719e-01
   1.87750316e+00   1.08575416e+00   1.98718226e+00   1.80410600e+00
   0.00000000e+00   0.00000000e+00   7.87310064e-01   1.10011375e+00
   9.61768441e-04   4.27819401e-01   0.00000000e+00   1.13706541e+00]",290
162,"[ 2.58168578  1.52914977  2.88088179  1.06375909  0.83250642  0.
  3.28781199  0.          3.00515723  0.0693256   3.42646194  1.06447923
  0.          1.9124434   0.31705061  4.23927593  4.05656815  0.17862059
  0.          0.67466885  1.40687668  0.37284464  1.800318    2.264498    0.
  0.          0.50211447  0.9332878   0.          0.24729531  0.
  1.20784867]",1148
163,"[ 2.50527978  0.          2.96109271  0.74850357  0.95863855  0.
  2.60166144  0.          3.53509188  0.17349188  2.86749649  0.          0.
  2.14819789  0.13696808  3.07373571  2.94452643  0.          0.
  0.63832635  1.23489869  1.14695251  0.89487773  2.20707369  0.          0.
  0.          0.92927885  0.          0.01049582  0.          1.58662486]",328
164,"[ 2.83673191  0.50406027  2.02061391  0.32708129  0.37985519  0.
  2.78565335  0.          2.67259216  0.09566768  3.62660503  0.          0.
  0.7941609   0.16977565  2.95560813  2.58729529  0.          0.
  0.57344395  1.69175375  0.55277467  0.39192605  1.12246656  0.
  0.05055646  0.59693128  0.28612053  0.          0.58986807  0.
  1.72767866]",177
165,"[ 2.65790462  0.67100543  2.14553285  0.          0.7142266   0.
  2.76462817  0.          2.68585873  0.39388332  3.18800139  0.          0.
  0.82841915  0.24209459  3.00103807  3.07974291  0.          0.
  0.77945727  1.57936239  0.66778284  0.38399923  1.29005337  0.          0.
  0.63668454  0.57515657  0.          1.00045156  0.          1.53636563]",960
166,"[ 3.22619867  0.          4.63603544  0.70672011  1.34503591  0.          3.7595551
  0.          5.42485476  0.          3.8348031   0.          0.          2.6437552
  0.38167372  5.60225534  4.47635221  0.          0.          0.30899966
  2.1162641   2.33357143  2.15100956  2.90049481  0.          0.          0.
  1.95307863  0.          1.00142872  0.0925574   3.33425617]",81
167,"[  2.73855066e+00   0.00000000e+00   3.84337354e+00   8.88784468e-01
   8.65563810e-01   0.00000000e+00   3.27362967e+00   0.00000000e+00
   4.72141886e+00   0.00000000e+00   3.26158738e+00   0.00000000e+00
   0.00000000e+00   2.12043667e+00   2.64816821e-01   4.58098745e+00
   3.81983852e+00   0.00000000e+00   0.00000000e+00   2.21373394e-01
   1.76722431e+00   1.83262813e+00   2.05946541e+00   2.75257015e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.37892532e+00
   0.00000000e+00   7.17572808e-01   4.08697454e-03   2.58896589e+00]",468
168,"[ 2.65738201  0.          3.85340381  0.71704447  1.09500158  0.
  3.05134082  0.          4.71907043  0.          3.21304011  0.          0.
  2.30999994  0.25127515  4.70113325  3.55548453  0.          0.
  0.26059797  1.73491681  1.70766389  1.74248075  2.61856604  0.          0.
  0.01744164  1.68080294  0.          1.10381746  0.14662023  2.69135427]",765
169,"[ 2.69681764  0.          3.59197903  0.88274235  0.93656552  0.
  3.17132807  0.          4.51494598  0.          3.00497556  0.          0.
  2.0077157   0.43456185  4.57641649  3.63385248  0.          0.
  0.69359571  1.59452927  1.39329958  1.74807119  2.55831599  0.          0.
  0.          1.29945445  0.          0.72765458  0.          2.18391085]",570
170,"[ 2.83895493  0.          3.96837807  0.59938651  1.04147029  0.
  3.19130945  0.          4.87932205  0.          3.51188302  0.          0.
  2.40405202  0.55631351  4.92419052  3.81694841  0.          0.
  0.57281518  2.04276657  1.99850404  1.88059151  2.72341275  0.          0.
  0.          1.53740907  0.          0.9561553   0.03882479  2.66157389]",766
171,"[  2.98023129e+00   0.00000000e+00   3.79821444e+00   4.22320783e-01
   1.11405504e+00   0.00000000e+00   3.02877450e+00   0.00000000e+00
   4.76080322e+00   0.00000000e+00   3.37677741e+00   0.00000000e+00
   0.00000000e+00   2.43992186e+00   6.05024457e-01   4.58118916e+00
   3.37822390e+00   0.00000000e+00   0.00000000e+00   4.36064214e-01
   1.79547632e+00   2.12774253e+00   2.06937742e+00   2.93024921e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.65672815e+00
   0.00000000e+00   8.46114635e-01   3.22945742e-03   2.87753582e+00]",767
172,"[ 2.86855674  0.          3.56223202  0.5845052   1.08308482  0.
  3.01312447  0.          4.76423454  0.          3.37999034  0.          0.
  2.20868182  0.7956      4.6543498   3.68154788  0.          0.
  0.35383162  1.75281107  1.81568694  2.10514045  2.79382706  0.          0.
  0.          1.59945881  0.          1.0231626   0.24225396  2.62023783]",969
173,"[ 2.73441291  0.          3.75020671  0.74111819  0.96709901  0.
  3.11441612  0.          4.78725338  0.          3.17949367  0.          0.
  2.1860981   0.41881695  4.47617388  3.53347087  0.          0.
  0.48011273  1.88983095  1.6862756   1.83530223  2.68262434  0.          0.
  0.          1.48533392  0.          0.86159557  0.          2.46430206]",1003
174,"[ 2.86364961  0.          3.87261343  0.35675818  1.32227623  0.
  2.91747046  0.          4.80879307  0.          3.29065347  0.          0.
  2.31403112  0.43109402  4.47953606  3.32707858  0.          0.
  0.50147533  1.66294169  2.19202971  1.85375178  2.74400544  0.          0.
  0.          1.52299035  0.          0.70653653  0.13903379  2.83226871]",1012
175,"[ 2.75008035  0.          3.59504104  0.3873491   1.15048981  0.
  2.90407801  0.          4.62829876  0.          3.23147607  0.          0.
  2.23493886  0.68580687  4.32822037  3.54280663  0.          0.          0.5014559
  1.47724426  1.56977701  1.92997313  2.59358144  0.          0.          0.
  1.39230561  0.          0.61222011  0.          2.35268211]",1245
176,"[ 2.82661009  0.          3.88392544  0.47237203  1.01687992  0.
  2.98423076  0.          4.68411398  0.          3.35903478  0.          0.
  1.99231482  0.38923281  4.55879116  3.62289381  0.          0.
  0.35694715  2.00419903  2.03081059  1.8925246   2.41205215  0.          0.
  0.          1.49980497  0.          1.16656029  0.19145276  2.67509079]",1303
177,"[ 2.92431951  0.          3.99519014  0.45261416  1.451828    0.
  3.24118733  0.          4.67707062  0.          3.19159389  0.          0.
  2.13426542  0.78194714  4.74151373  3.59428883  0.          0.
  0.67575246  1.62612164  2.05619144  2.09005523  2.52178931  0.          0.
  0.          1.65959382  0.          0.723737    0.          2.69296598]",369
178,"[ 3.05199718  0.          4.31202221  0.4414809   1.3444401   0.
  3.30529833  0.          5.04558277  0.          3.7429502   0.          0.
  2.23050046  0.20423204  4.78268909  3.72142625  0.          0.
  0.49389711  2.02971458  2.16563869  1.78318942  2.57697225  0.          0.
  0.18012816  1.45512414  0.          0.80920464  0.32764474  2.81946993]",527
179,"[ 2.75869393  0.          3.95639491  0.92377031  1.34471679  0.
  3.21584439  0.          4.69175291  0.          2.83799958  0.          0.
  2.12330484  0.27283707  4.76348639  3.7724483   0.          0.
  0.32333291  1.70132744  1.74158311  1.95516765  2.51101255  0.          0.
  0.0476616   1.62731922  0.          0.8765043   0.05469502  2.43469095]",1304
180,"[ 2.76362967  0.          3.75428104  1.01425564  1.39288676  0.          3.1774044
  0.          4.82318974  0.          3.30703235  0.          0.
  2.04525852  0.48871323  4.66686869  3.6516912   0.          0.
  0.40147322  1.98045647  2.06627679  2.06393886  2.6322124   0.          0.
  0.          1.69007361  0.          1.02623534  0.0879093   2.57567167]",1305
181,"[ 2.45885682  0.35312167  3.10923195  0.95626342  1.13180268  0.
  2.86903501  0.          2.80188775  0.14792988  2.37068701  0.          0.
  2.17798471  0.26357931  3.75094199  3.25662446  0.          0.
  0.62744159  1.31881356  0.          0.82659543  1.06079686  0.          0.
  0.28189585  0.65961951  0.07024402  0.42115071  0.          1.09813249]",523
182,"[ 2.23624182  0.1585142   2.87388563  1.13597512  0.92399085  0.
  2.59761214  0.          2.78846836  0.20112924  2.28295183  0.          0.
  1.8527441   0.09949718  3.44866395  2.97360659  0.          0.
  0.21777248  1.18446815  0.25001818  0.92258042  1.0159142   0.          0.
  0.          0.77761245  0.          0.41357058  0.          1.28453147]",524
183,"[ 2.15444136  0.11373629  2.53978181  0.79391789  1.03808928  0.
  2.28653574  0.          2.40498829  0.18866812  1.9346776   0.07250968
  0.          2.04674149  0.29402086  3.24963808  2.65612674  0.          0.
  0.32872742  1.16499984  0.22948186  0.81146383  0.98986667  0.          0.
  0.          0.78881544  0.          0.34303752  0.          1.07054853]",585
184,"[ 2.29948735  0.03485901  2.76081014  1.05879867  1.06779552  0.
  2.42529893  0.          2.45042944  0.32649162  2.4539206   0.          0.
  1.95292544  0.33052737  3.58637094  2.88646603  0.19744772  0.
  0.37313253  1.36007965  0.51291066  1.46658707  1.45215511  0.          0.
  0.          0.75577766  0.05668096  0.48444739  0.06968655  1.20975363]",897
185,"[ 2.73478723  0.95220953  2.71281862  0.67581004  1.18424261  0.
  3.00213552  0.          3.14613032  0.          2.33404136  0.78519261
  0.          1.55502164  0.56588864  3.7960875   3.27970862  0.          0.
  1.49384439  2.32030439  0.76202136  1.0136199   1.42473757  0.          0.
  0.          0.73444206  0.          1.8493948   0.          1.33067   ]",540
186,"[ 2.47149515  0.449137    2.39958191  0.8698101   1.48873472  0.          2.8593688
  0.          3.06215143  0.          2.37918472  0.75810647  0.          1.4522115
  0.92229748  3.85777688  3.64715528  0.          0.          1.43562233
  2.20855331  0.60729259  1.455024    1.5694555   0.          0.          0.
  0.8272627   0.          1.89675212  0.          1.05041206]",541
187,"[ 2.60782743  0.56816834  2.51658893  0.6673007   1.05621123  0.          2.8924346
  0.          2.97702098  0.          2.22940493  0.3956928   0.
  1.21242571  0.52353734  3.66174102  3.2048018   0.          0.
  1.30820823  2.15581131  0.84253061  0.62177783  1.06008244  0.          0.
  0.05707663  0.41314209  0.          2.09680176  0.          1.21793854]",667
188,"[ 2.49703169  0.96091717  2.5167048   0.15259118  0.87256461  0.          2.9088695
  0.          3.00870085  0.044435    2.82588053  0.30822983  0.
  1.16864479  0.47219342  3.35923314  3.23625135  0.          0.
  1.20974886  1.99445498  0.96194845  0.98392254  1.340433    0.          0.
  0.29365602  0.85159099  0.          1.47946382  0.          1.44998109]",668
189,"[ 2.60537624  0.93841588  2.70217419  0.43590358  1.03216922  0.          3.0031662
  0.          3.1176002   0.          2.01583242  0.3289718   0.          1.383093
  0.615973    3.69108081  3.08107042  0.          0.          1.65281606
  1.98644972  0.61366892  0.67059082  1.33368504  0.          0.          0.
  0.72565418  0.          1.82514918  0.          1.25231206]",669
190,"[ 2.65566373  0.84094477  2.62136507  0.30356804  1.06801581  0.
  2.88532305  0.          3.15896511  0.          2.38627219  0.36858973
  0.          1.36403787  0.44795981  3.59544969  3.21179128  0.          0.
  1.37364078  2.05959129  0.8732326   0.64966565  1.31834781  0.          0.
  0.06490531  0.68955088  0.          1.78597414  0.          1.31271064]",687
191,"[ 2.64041519  0.71221423  2.43752432  0.31958371  1.13447559  0.
  3.02675915  0.          3.08957934  0.          2.41514564  0.40884879
  0.          1.06785214  0.52644902  3.41451335  3.22650862  0.          0.
  1.3287822   2.09299707  0.95473832  0.7621966   1.21718013  0.          0.
  0.16358471  0.60221523  0.          1.70974219  0.          1.49039149]",996
192,"[ 2.58614922  0.89859593  2.50450516  0.235055    1.03016555  0.
  3.06625009  0.          3.07039499  0.          2.80996108  0.51259828
  0.          1.16746843  0.51997811  3.64867616  3.3651135   0.          0.
  1.06740916  2.23899651  0.64664501  0.66247261  1.26709342  0.          0.
  0.35599077  0.5761283   0.          1.8263942   0.          1.48533952]",1027
193,"[ 2.29764056  0.97561616  2.46591139  0.69929844  0.71778309  0.          2.6258831
  0.          2.78407931  0.          2.16536951  0.47480851  0.
  1.31235659  0.50863409  3.28190684  2.75085664  0.          0.
  1.16020131  1.82863641  0.74926251  0.74242675  1.2952981   0.          0.
  0.          0.67004162  0.          1.78377712  0.          1.15847445]",1040
194,"[ 2.31691384  1.26767564  2.64720583  0.29841024  1.28113985  0.
  2.89488578  0.          3.00264144  0.0843894   2.74884009  0.71743017
  0.          0.83555275  0.33307391  3.77940869  3.49990487  0.          0.
  1.71351933  1.95601845  0.50466633  1.10721111  1.27370501  0.          0.
  0.71766198  0.85612613  0.          1.70415318  0.          1.26306081]",133
195,"[ 2.58055615  0.98045093  2.71914649  0.44724527  1.22581589  0.
  3.16491866  0.          3.28306103  0.          2.73976421  0.3215591   0.
  1.12868869  0.71183079  3.90442157  3.69347715  0.          0.
  1.30148351  2.17418194  0.82718712  0.94817674  1.42376173  0.          0.
  0.29556313  0.86030811  0.          1.85691547  0.          1.41431653]",1232
196,"[ 2.86140394  0.89846671  2.22794533  0.51959693  0.64395857  0.
  3.01257563  0.          3.24429536  0.09082955  3.51692128  0.          0.
  0.91992307  0.00964844  2.93662834  3.02662516  0.          0.
  0.60028523  1.88272762  0.93891281  0.28265208  1.54080629  0.          0.
  0.44660273  0.69759321  0.          0.85531771  0.          1.99707794]",100
197,"[ 2.76152658  0.52733004  1.90948141  0.48845139  1.7345413   0.
  4.55907917  0.          3.43875909  0.07357585  4.45960522  0.          0.
  1.18722284  0.          3.28965378  4.70760632  0.          0.
  0.98816913  1.98274851  0.          0.20939915  1.03134537  0.
  0.38059899  0.96516311  0.87013203  0.          0.62645096  0.
  1.44530571]",448
198,"[ 3.52626491  0.          3.20926714  1.11207962  1.73070323  0.
  4.40307188  0.          4.59459925  0.          4.75265551  0.          0.
  1.83941877  0.85919225  4.59229422  4.42199564  0.          0.
  0.35786515  1.83189774  1.00457859  0.80816466  2.16333485  0.          0.
  0.7363106   1.60571826  0.          0.81564867  0.          2.99126434]",239
