,embedding,node_id
134,"[ 0.13375327  0.72038883  3.26787758  3.37211514  0.          1.9632144
  0.03063904  0.          0.50326508  0.          0.          2.71329927
  0.          0.          4.01051092  0.          1.85672557  0.          0.
  2.11363459  0.47499463  2.04345298  0.          0.          2.66638589
  0.          1.52568877  0.0124531   2.7255373   2.63527584  2.02787232
  0.06321527]",1068
135,"[ 0.22318265  0.62027103  3.26183438  3.31763816  0.          2.23275208
  0.30897841  0.          0.46579722  0.          0.          2.48835492
  0.          0.          3.90758204  0.          1.85567033  0.          0.
  2.17923474  0.51893789  2.2544589   0.          0.26134056  2.64254427
  0.          1.29376113  0.05617321  2.68565583  2.69469619  2.1112504
  0.09377338]",1069
136,"[ 0.15776077  0.77123439  3.20364165  3.15898991  0.          1.8971411
  0.06895883  0.          0.51491094  0.          0.          2.54966235
  0.          0.          3.87679577  0.          1.85614634  0.          0.
  2.15773487  0.42079434  2.09903145  0.          0.22463007  2.58594656
  0.          1.45715082  0.10905679  2.60702753  2.87271881  1.94841111
  0.03019048]",1070
137,"[ 0.02649373  0.75647521  3.04010224  3.21445489  0.          2.03289938
  0.          0.          0.48488978  0.          0.          2.88201094
  0.          0.          3.71002817  0.20724344  1.92859209  0.          0.
  2.05021739  0.53431141  2.08650351  0.          0.19231048  2.3030746   0.
  2.10378814  0.          2.57232547  3.48195267  2.10722351  0.38814339]",634
138,"[ 0.          1.32497537  1.88600874  2.83443022  0.          1.68138242
  0.07227457  0.27741575  0.61212862  0.          0.          2.82379127
  0.          0.          4.46501207  0.          2.09712315  0.          0.
  0.82543588  0.          1.19071412  0.          0.          2.97657251
  0.2554656   1.06341493  0.          2.67391157  2.13425946  1.60794711
  0.63125086]",62
139,"[ 0.          1.21350145  2.08657098  2.97739959  0.          2.11168313
  0.43664214  0.04335405  0.58786392  0.          0.          3.14610934
  0.          0.00544341  4.59152555  0.          2.20175171  0.          0.
  0.7125271   0.          1.35832429  0.          0.          2.77779651
  0.          1.18065107  0.          2.68738198  2.1935041   1.82793617
  0.42213333]",63
140,"[ 0.          1.19828808  2.27695346  2.95150638  0.          1.96917236
  0.3783966   0.4562133   0.60689867  0.          0.          3.31702352
  0.          0.1517808   4.40411091  0.31970313  2.28783727  0.          0.
  0.86810547  0.          1.23432159  0.          0.          2.73837805
  0.          1.34850657  0.          2.36550903  2.51099586  1.86619794
  0.53874379]",209
141,"[ 0.          0.94186771  2.77487159  3.42939782  0.          2.53623533
  0.54942435  0.6084944   0.80778825  0.          0.          3.38413692
  0.          0.35923529  4.79197454  0.          2.34851527  0.          0.
  1.23643064  0.12144285  1.28249562  0.          0.          2.84654975
  0.          1.55580485  0.          2.7996366   2.76532125  1.7799933
  0.78053713]",779
142,"[ 0.          1.29564965  1.86855578  2.91791582  0.          1.85496044
  0.44523647  0.36085412  0.85957646  0.          0.          3.10416937
  0.          0.31963116  4.45697451  0.          2.3784976   0.          0.
  0.71456063  0.          1.36780488  0.          0.          2.85487628
  0.          0.80664027  0.          2.60557032  2.16219974  1.75085545
  0.66528213]",953
143,"[ 0.          2.28224516  1.91600525  3.5232687   0.          3.47128797
  0.68287134  0.          0.1198825   0.          0.          4.38684654
  0.          0.          5.56868839  0.          2.46019459  0.          0.
  1.38258576  0.02595862  1.807091    0.          0.          3.33588004
  0.57525474  2.83570933  0.          1.70032394  4.36707783  1.51326501
  1.32865274]",79
144,"[ 0.          1.45949483  2.46763349  3.81234312  0.49206445  2.65464044
  0.05373745  0.          0.6265732   0.          0.          3.34971786
  0.          0.65170252  5.73154545  0.2002553   1.64439559  0.          0.
  1.50685024  0.49369586  2.50339651  0.          0.          3.53268504
  1.63251209  2.5401144   0.          3.25616479  3.52594113  1.542328
  1.34701586]",411
145,"[ 0.          1.77174783  1.8847692   3.61349249  0.          2.94689083
  0.28658968  0.          0.24577922  0.          0.          4.1161685   0.
  0.          5.40449238  0.16886577  2.09036398  0.          0.
  1.43258095  0.          1.42331111  0.          0.          3.31297994
  0.4504309   2.78981185  0.          2.04024386  4.12350988  1.44818497
  1.4531045 ]",637
146,"[ 0.          1.80545485  1.82716644  3.52092218  0.          3.21365428
  0.4851813   0.          0.37934601  0.          0.          4.03162289
  0.          0.          5.37423897  0.          2.21521854  0.          0.
  1.38466072  0.29983649  1.74414039  0.          0.          3.26047277
  0.80931538  2.58137226  0.          1.90980756  3.8426609   1.44975841
  1.2559334 ]",786
147,"[ 0.          2.0477469   3.47377419  4.30318308  0.05970182  2.7554121
  0.01894133  0.          0.36336377  0.          0.          3.90003753
  0.          0.          5.65623283  0.34451154  1.87539434  0.          0.
  2.04669619  0.31506056  2.34199882  0.          0.          3.70716262
  0.67700309  2.63583612  0.          3.10408068  3.54455924  1.80046296
  0.4069052 ]",68
148,"[ 0.          1.87357414  3.23507881  3.75316739  0.06310755  2.28873968
  0.          0.          0.3490099   0.          0.          3.37233829
  0.          0.          4.66104364  0.05561901  1.74165249  0.          0.
  1.68615508  0.44621933  2.11620331  0.          0.          2.97874117
  0.74488902  2.37639618  0.          2.33888245  3.55685759  1.61656356
  0.58242476]",69
149,"[ 0.          1.98523569  2.79275465  3.61928558  0.          2.41313958
  0.35557359  0.          0.04082659  0.          0.          3.6754477   0.
  0.          5.22112799  0.          1.99209177  0.          0.
  1.72872472  0.31485575  2.11771011  0.          0.          3.33705902
  0.97101831  2.56116176  0.          2.30602837  3.66981912  1.79848754
  1.10455704]",70
150,"[ 0.          1.68841755  2.96473241  3.42390084  0.32966679  2.19717431
  0.08717193  0.          0.71713257  0.          0.          2.7660253   0.
  0.          4.87491941  0.44322035  1.37414134  0.          0.
  1.43997192  0.11532514  2.15865684  0.          0.          2.80061674
  0.52573436  2.21832657  0.          2.55055141  2.62718415  1.26374316
  0.33493403]",98
151,"[ 0.          1.80012393  3.32660007  3.90531588  0.          2.42287278
  0.23681022  0.          0.57189977  0.          0.          3.09958076
  0.          0.          5.48453903  0.25016293  1.58576953  0.          0.
  1.47638452  0.22672859  2.12961173  0.          0.          3.27638149
  0.49540287  2.55681109  0.          2.67483926  3.1187284   1.70733809
  0.03055987]",664
152,"[ 0.          1.87957168  3.57007647  4.12827253  0.          2.49027252
  0.47078055  0.          0.4885788   0.          0.          3.48862982
  0.          0.          5.80994892  0.27052772  1.64479721  0.          0.
  1.79517591  0.23655783  2.26857996  0.          0.          3.65566683
  0.6487602   2.97056484  0.          3.02223015  3.2685113   1.79213536
  0.3780984 ]",1061
153,"[ 0.          1.97395706  3.52921104  4.18945932  0.34071448  2.40079403
  0.02027335  0.          0.62733591  0.          0.          3.45520496
  0.          0.          5.51145792  0.35620892  1.61190522  0.          0.
  1.77423489  0.16626461  2.44936824  0.          0.          3.39841962
  0.58837521  2.24282646  0.          2.93346691  3.08852577  1.80773664
  0.23706548]",661
154,"[ 0.          1.90007186  3.0409317   3.85741305  0.35755974  2.18881321
  0.07424935  0.          0.34351382  0.          0.          3.38527942
  0.          0.          4.89769745  0.28038174  1.25929832  0.          0.
  1.76057172  0.12118815  1.95084465  0.          0.          3.07069635
  0.66535532  2.45430732  0.          2.70291495  3.03136706  1.53447866
  0.31491515]",1238
155,"[ 0.          1.47414041  2.59682727  3.08910513  0.06783347  1.83659887
  0.          0.          0.          0.17703129  0.          3.45749497
  0.          0.          4.35929108  0.16317993  1.50208509  0.          0.
  1.50343037  0.29032406  1.76547551  0.          0.          3.04889011
  0.71596324  2.17424703  0.          1.99139118  3.14163876  1.51990795
  0.84854215]",76
156,"[ 0.          1.78425062  2.41506219  3.37640119  0.          2.15939736
  0.29173583  0.          0.          0.          0.          3.61690617
  0.          0.          4.99706316  0.          1.92047775  0.          0.
  1.6097964   0.08406509  1.67534375  0.          0.          3.28601193
  0.74229407  2.55430603  0.          2.05666947  3.55811357  1.32040823
  1.41897464]",887
157,"[ 0.          1.2491796   3.70861363  3.74209976  0.          1.73087585
  0.09891145  0.          0.42415959  0.          0.          3.50400376
  0.          0.02352649  4.83587933  0.          2.60913253  0.          0.
  2.19783378  0.13469876  2.6986649   0.          0.          3.06945848
  0.16457096  1.53980207  0.          3.09582949  2.95271516  2.01403832
  0.8164742 ]",384
158,"[ 0.          1.88984275  2.4591732   3.01612401  0.          2.04357743
  0.04562503  0.          0.          0.          0.          3.68882847
  0.          0.          4.99573565  0.          2.11092353  0.          0.
  1.57108819  0.35908532  1.79283106  0.          0.          2.85587597
  0.89596981  2.29904628  0.          2.01452208  3.41051531  1.49968898
  1.4390341 ]",919
159,"[ 0.          2.16235447  1.45520532  2.81027508  0.82714385  2.54788327
  0.81771374  0.          0.          0.          0.          3.73183918
  0.          0.          4.3056798   0.          0.51284105  0.46211398
  0.          0.56325907  0.          1.3323369   0.          0.
  3.94163537  1.14915276  1.22389889  0.          2.01998925  2.22889185
  1.98322189  1.15704453]",74
160,"[ 0.          2.20867705  1.91953933  2.88361454  0.95616215  2.37583876
  0.63414598  0.          0.          0.          0.          3.50392747
  0.          0.          4.52628565  0.          0.98699325  0.26253983
  0.          0.94221044  0.          1.6557498   0.          0.
  4.01703787  1.07480514  1.05982244  0.          2.29518008  2.55749702
  1.97383797  1.31202543]",306
161,"[ 0.          2.49142408  1.2187686   2.73067427  0.81324202  2.45522571
  1.03210461  0.          0.          0.          0.          3.97619724
  0.          0.          3.9704721   0.2156823   0.36187997  0.33451739
  0.          0.30293986  0.          1.37732565  0.          0.
  3.58341026  1.1718533   0.92856866  0.          2.00452185  2.28964162
  1.86942673  1.29577768]",290
162,"[ 0.          2.37840724  1.29126132  2.3736856   0.62012243  2.07597876
  0.74653709  0.19459075  0.          0.          0.          3.54479885
  0.          0.          3.8877213   0.2086598   0.35559663  0.11635818
  0.          0.29786089  0.          1.31731689  0.          0.
  3.27155423  0.69643426  0.7344045   0.          2.10850573  2.29620385
  1.57190168  1.31954539]",1148
163,"[ 0.          1.58465791  2.27204943  2.54522777  0.33732364  1.53553998
  0.          0.17395154  0.          0.          0.          3.42480516
  0.          0.40628889  3.66389036  0.          0.32125098  0.          0.
  1.16844285  0.43963009  1.86561477  0.          0.          3.89483309
  1.35290372  1.7825582   0.          2.56097531  3.10905027  2.9653306
  0.98239243]",328
164,"[ 0.          1.69978905  1.9540168   3.22323179  0.          2.77273846
  0.53323829  0.          0.24244852  0.          0.          4.14157343
  0.          0.          4.67431116  0.1016193   1.7150408   0.          0.
  1.18382418  0.          1.55325353  0.          0.          3.16287041
  0.73801845  2.34255791  0.          2.04516077  3.33618569  1.49560404
  1.32682931]",177
165,"[ 0.          1.77222419  2.15809131  3.4432013   0.          2.55659509
  0.47572476  0.          0.11700043  0.          0.          4.03462029
  0.          0.          4.87202644  0.          2.17707133  0.          0.
  1.35615206  0.          1.2897054   0.          0.          2.75458813
  0.24304941  2.59102583  0.          1.94324338  3.49438     1.05260003
  1.40566409]",960
166,"[ 0.02862789  1.0827347   2.96406674  3.4152348   0.          2.78572392
  1.2009306   0.          1.52162933  0.          0.          3.66425896
  0.          0.56678009  5.33591986  0.          2.24468732  0.          0.
  2.04334831  1.0206548   2.13273358  0.          0.          3.83502316
  0.          1.38803184  0.          2.96342158  4.11335945  2.93058658
  1.49291432]",81
167,"[ 0.08329119  0.94339901  2.54595566  3.31970811  0.          2.57960558
  0.73955566  0.          1.55851793  0.          0.          3.37472272
  0.          0.60018629  4.87741995  0.09906029  2.1738534   0.          0.
  2.09968066  0.87154734  1.44790196  0.          0.          3.35043192
  0.          1.60168159  0.          2.72352123  4.05772781  2.38634181
  1.14121115]",468
168,"[ 0.15715268  0.87542307  2.85468316  2.94844723  0.          2.32895947
  0.89965737  0.          1.3054781   0.          0.          3.21125937
  0.          0.68637669  4.52230358  0.          2.01994061  0.          0.
  1.80728841  1.00120807  2.20274258  0.          0.          3.15126991
  0.          0.87061083  0.          2.55022526  3.51148558  2.50660443
  1.10400999]",765
169,"[ 0.1099535   1.01439202  3.04883695  3.14445305  0.          2.70392299
  0.74060559  0.24019609  1.04005432  0.          0.          3.45500946
  0.          0.68699116  4.63511133  0.          2.18859243  0.          0.
  2.08493066  0.86521012  2.11358094  0.          0.          3.54456353
  0.          1.42416823  0.          2.77391338  3.92218661  3.01385927
  1.19462943]",570
170,"[ 0.          0.99409425  2.79649091  3.26941419  0.          2.59966373
  0.87973744  0.          1.27340412  0.          0.          3.39048123
  0.          0.34829491  4.43401384  0.          2.39892244  0.          0.
  2.02180386  1.05927372  1.93799579  0.          0.          3.029037    0.
  1.29358494  0.          2.70114493  3.95623899  2.60959959  1.19634998]",766
171,"[ 0.          0.96242791  2.44281864  2.78555012  0.          2.32821798
  0.89192784  0.          1.18315208  0.          0.          3.2162919   0.
  0.19427477  4.3156476   0.03992388  1.78316367  0.          0.
  2.04455137  1.15433013  2.06319237  0.          0.          3.34299374
  0.          1.49248481  0.          2.70116687  3.57777596  2.62072873
  1.16455901]",767
172,"[ 0.07779375  0.97378176  2.85615993  2.92205071  0.          2.52119231
  1.03977466  0.          1.26200509  0.          0.          3.34924889
  0.          0.          4.27445269  0.          2.02672553  0.          0.
  1.72804976  1.06269717  2.2502284   0.          0.          3.2229557   0.
  1.03911924  0.          2.60129619  3.54147482  2.76294994  1.24282002]",969
173,"[ 0.          0.94399059  2.95372725  3.09075117  0.          2.6486845
  0.63398403  0.          1.17135215  0.          0.          3.56476378
  0.          0.506805    4.578403    0.06825098  2.19431615  0.          0.
  1.9882102   1.04812467  2.33965588  0.          0.          3.30426192
  0.          1.29196441  0.          3.07395744  4.10159111  2.89810872
  1.19627249]",1003
174,"[ 0.          1.00003159  2.66798139  2.92812586  0.          2.45858169
  0.82346946  0.          1.17746162  0.          0.          3.40992236
  0.          0.63343048  4.50345325  0.          1.92966139  0.          0.
  1.80566037  1.16492546  2.14252734  0.          0.          3.12436867
  0.          1.37036312  0.          2.74375629  3.8689003   2.60406923
  1.3594358 ]",1012
175,"[ 0.          0.76762193  2.57416439  2.8909564   0.          2.35748458
  0.80978084  0.          1.13109112  0.          0.          3.16751623
  0.          0.40633819  4.32628584  0.          1.97139037  0.          0.
  2.19869661  0.98907477  2.03393412  0.          0.          3.12199402
  0.          1.25030124  0.          2.55821943  3.5467701   2.3975687
  1.05897188]",1245
176,"[ 0.04234587  0.80515206  2.89589095  3.174227    0.          2.61803699
  0.76804036  0.          1.51498699  0.          0.          3.56198645
  0.          0.75234616  4.77441978  0.0434986   2.0930419   0.          0.
  1.86441004  1.07788265  1.99205542  0.          0.          3.23161769
  0.          1.17909503  0.          2.6963172   4.04661131  2.80016994
  1.02986062]",1303
177,"[ 0.          0.90627748  2.74231362  3.18448901  0.          2.47597408
  1.08371449  0.          1.40066767  0.          0.          3.41904831
  0.          0.92681324  4.88759804  0.05942809  1.89931464  0.          0.
  1.96531236  0.90646392  2.15608978  0.          0.          3.45988536
  0.          1.41595984  0.          2.88522387  3.91552043  2.58506989
  1.18412352]",369
178,"[ 0.          0.6889776   2.93962359  3.36117554  0.          2.44698548
  0.85699022  0.          1.25248826  0.          0.          3.1279633   0.
  0.29444253  4.73503876  0.00479134  2.16722584  0.          0.
  2.19424415  0.8766582   1.97169518  0.          0.          3.41884851
  0.          1.35423172  0.          3.06432295  3.53770971  2.69214845
  1.08279407]",527
179,"[ 0.04529804  0.95802194  2.85886168  3.27177048  0.          2.55613279
  0.85434532  0.          1.57128596  0.          0.          3.30388784
  0.          0.61841136  4.71121311  0.          2.28922892  0.          0.
  1.95659149  1.0799439   2.01456571  0.          0.          3.4409616   0.
  1.40053141  0.          2.92048812  3.88393235  2.55364347  1.31370211]",1304
180,"[ 0.          0.80819213  3.17493153  3.20548248  0.          2.64676881
  0.9404875   0.          1.27401447  0.          0.          3.43883777
  0.          0.29258683  4.70663071  0.          2.29574156  0.          0.
  1.93880308  1.11039233  2.07671905  0.          0.          3.20572901
  0.          1.35832095  0.          2.88058329  3.87185287  2.8044765
  1.41561031]",1305
181,"[ 0.07425626  1.16488791  3.22025847  3.75981927  0.          2.15905714
  1.04381037  0.          0.30669785  0.          0.          3.14965153
  0.          0.03501316  4.56844902  0.          1.18330121  0.          0.
  1.19618511  0.7123341   1.856812    0.          0.          3.03229189
  0.70248187  2.09917116  0.          1.61477232  3.00551844  1.38788545
  0.6014263 ]",523
182,"[ 0.14339292  0.74825275  2.64207673  2.84840655  0.          1.91281462
  0.4215171   0.          0.17853133  0.          0.          2.63355017
  0.          0.          3.78974342  0.01384781  0.91844392  0.          0.
  1.09338284  0.53663534  1.49130869  0.          0.          2.45076513
  0.54251343  1.69088149  0.          1.56813383  2.48498607  1.22193027
  0.61467648]",524
183,"[ 0.          1.03280318  3.16513538  3.30079389  0.          1.84488475
  0.27551958  0.          0.27052388  0.13769709  0.          2.76086879
  0.          0.          4.27562046  0.19471061  0.86960465  0.          0.
  0.85293615  0.46910718  1.83867526  0.          0.          2.67253757
  0.94036669  1.94926059  0.          1.74136066  2.5987854   1.37107122
  0.22486846]",585
184,"[ 0.          0.991521    3.00461459  3.43925023  0.          1.9530704
  0.44738963  0.          0.36346549  0.          0.          2.74710178
  0.          0.08632304  4.26740599  0.04636906  1.31337953  0.          0.
  1.16029334  0.78590649  1.73855186  0.          0.          2.7491951
  0.78901172  1.68360579  0.          1.78107774  2.61668015  1.34716249
  0.31303003]",897
185,"[ 0.          1.59649909  1.84250402  2.84784818  0.          1.91309321
  0.09530923  0.02197449  0.          0.          0.          3.38665414
  0.          0.          4.34777594  0.05578873  1.98098898  0.          0.
  1.30059183  0.          1.12074542  0.          0.          2.42176223
  0.54705393  2.28555179  0.          1.81295002  3.08244658  0.93730497
  1.35258007]",540
186,"[ 0.          1.70421302  1.8949393   2.88442111  0.          2.32327938
  0.39398751  0.          0.          0.          0.          3.65074921
  0.          0.          4.2692194   0.          1.86196136  0.          0.
  1.55062544  0.          1.04017973  0.          0.          2.44755769
  0.34778094  2.30549717  0.          1.44892704  2.97989964  0.92204195
  1.18241048]",541
187,"[ 0.          1.57602143  1.71240211  2.96438122  0.          2.1776607
  0.16152866  0.          0.          0.          0.          3.75825381
  0.          0.          4.29733372  0.          2.19495273  0.          0.
  1.43322301  0.          1.13385069  0.          0.          2.58226657
  0.59108621  2.52540326  0.          1.55032146  3.11434221  1.20403147
  1.59615207]",667
188,"[ 0.          1.80077767  2.1153419   3.13615394  0.          2.34944916
  0.53070188  0.02349869  0.          0.          0.          3.86454558
  0.          0.          5.21204376  0.2266061   2.21865892  0.          0.
  1.29753137  0.          1.34594071  0.          0.          2.80579591
  0.56516755  2.54644442  0.          2.0305233   3.59668732  1.12781107
  1.59256852]",668
189,"[ 0.          1.57352984  2.02977085  3.22525191  0.          2.28461218
  0.41258758  0.          0.          0.          0.          3.6030221   0.
  0.          4.73369122  0.          2.61118221  0.          0.
  1.29253614  0.          1.44351149  0.          0.          2.66695094
  0.46941134  2.5453651   0.          1.85587251  3.1364789   1.30604649
  1.35271657]",669
190,"[ 0.          1.75638115  1.93923771  3.11178637  0.          2.3800149
  0.55940217  0.          0.          0.          0.          3.96546817
  0.          0.          5.02093601  0.          2.41473341  0.          0.
  1.31378365  0.          1.12072587  0.          0.          2.65621257
  0.54298228  2.54423738  0.          1.70336676  3.5411644   1.16728663
  1.71473205]",687
191,"[  0.00000000e+00   1.68049026e+00   2.12375259e+00   3.13819170e+00
   0.00000000e+00   2.55059099e+00   2.65067875e-01   1.34770321e-02
   3.93224508e-03   0.00000000e+00   0.00000000e+00   4.01150846e+00
   0.00000000e+00   0.00000000e+00   5.01532078e+00   6.15974590e-02
   2.31754589e+00   0.00000000e+00   0.00000000e+00   1.41120410e+00
   0.00000000e+00   1.55238020e+00   0.00000000e+00   0.00000000e+00
   3.07790565e+00   4.55361664e-01   2.42864728e+00   0.00000000e+00
   2.07946610e+00   3.55911827e+00   1.21487916e+00   1.61708152e+00]",996
192,"[ 0.          1.70142078  2.23869848  3.23809409  0.          2.28983021
  0.33929852  0.          0.          0.          0.          4.12763977
  0.          0.          5.04771757  0.00732899  2.34509969  0.          0.
  1.61665678  0.          1.26785874  0.          0.          2.9378643
  0.46925846  2.43221521  0.          1.85697329  3.46749544  1.41670322
  1.43923569]",1027
193,"[ 0.          1.48191714  2.08497715  2.8903966   0.          1.84926343
  0.1861883   0.          0.          0.          0.          3.28078318
  0.          0.          4.7011528   0.18630263  1.93272245  0.          0.
  1.32336974  0.          1.25361443  0.          0.          2.65557384
  0.48597872  2.33767295  0.          1.98699319  3.09335899  1.16219175
  1.34058964]",1040
194,"[ 0.          1.25327957  2.50629902  3.21699476  0.          2.42758632
  0.43952698  0.43953127  0.34760824  0.          0.          3.95158148
  0.          0.05128505  5.17360067  0.30130139  2.35377979  0.          0.
  1.34793878  0.          1.23573947  0.          0.          2.9589541   0.
  1.87763476  0.          2.48147726  3.32315326  1.57305074  1.18356848]",133
195,"[ 0.          1.96363223  2.02238369  3.17625046  0.          2.25841618
  0.35627005  0.          0.          0.          0.          3.99210143
  0.          0.          5.15816307  0.          2.42453265  0.          0.
  1.3880831   0.          1.56398332  0.          0.          2.85389376
  0.77356005  2.57668996  0.          2.01403141  3.47802639  1.26647937
  1.57691669]",1232
196,"[ 0.          2.41301107  3.09572029  3.83427238  0.          2.57767487
  0.32738325  0.          0.          0.          0.          4.75383282
  0.          0.          5.36681509  0.          2.0363307   0.          0.
  1.34556258  0.          2.38709068  0.          0.          3.31343937
  0.51688206  3.00312757  0.          2.11423063  4.54041338  1.71557832
  1.27387476]",100
197,"[ 0.          2.68671536  4.11886358  4.76754045  0.          2.93609047
  0.08013073  0.          0.          0.          0.          5.39788198
  0.          0.          6.31709671  0.29702318  2.27549887  0.          0.
  2.39089823  0.          2.92576146  0.          0.          4.30093861
  0.23185939  3.35645008  0.          2.77008247  4.87699556  2.81015396
  1.62533188]",448
198,"[ 0.          2.08376098  3.13870692  4.45050573  0.0402848   2.20284247
  0.          0.          0.          0.          0.          3.95004153
  0.          0.          4.89451838  0.18959785  2.00757718  0.          0.
  1.55586874  0.18741912  2.82100701  0.          0.          3.49520993
  0.98794436  3.20077729  0.          2.72725344  4.80532694  2.54611444
  0.57076877]",239
199,"[ 0.          1.49000955  2.10677838  3.02606392  0.96569115  1.9439888   0.
  0.          0.          0.          0.          3.55451012  0.          0.
  3.86639833  0.          1.4102515   0.          0.          2.06755376
  0.86039335  2.09521413  0.          0.          3.7881844   0.64079189
  1.9831301   0.          2.32317567  3.73124075  2.24164987  1.85540831]",101
200,"[ 0.          1.42636597  2.19528294  3.38944697  1.07646775  2.50186872
  0.          0.          0.          0.          0.          4.40986443
  0.          0.          3.96624494  0.          1.51848066  0.          0.
  2.82490277  0.95265985  2.3883357   0.          0.          4.44532633
  0.3875415   1.75469601  0.          2.18811035  4.41773367  2.45082617
  1.72840369]",146
201,"[ 0.          1.58574557  2.25398254  3.14602733  0.87866384  1.9823941
  0.36560696  0.          0.          0.          0.          3.75878572
  0.          0.          4.19785833  0.          1.84602129  0.          0.
  2.43986845  0.9494701   2.57064772  0.          0.          3.92230105
  0.64715147  1.31948125  0.          2.50115848  3.66523194  2.10611534
  1.67989802]",1051
202,"[ 0.20940739  1.26468766  2.90070796  3.2409358   0.          1.99004185
  0.58541757  0.          0.12949589  0.08772179  0.          3.12442732
  0.          0.          4.20835066  0.17753217  0.97715586  0.          0.
  0.90237844  0.42883515  1.9580152   0.          0.          2.95625925
  0.75719988  1.81099617  0.          1.76748073  3.03661418  1.51001668
  0.54130572]",1020
203,"[ 0.          1.05672956  2.06366587  2.02276874  0.22712871  1.01304138
  0.          0.          0.31783465  0.07803535  0.          2.00294042
  0.          0.41491041  2.45847178  0.03696347  0.72612017  0.          0.
  0.77690971  0.10159312  1.67981076  0.          0.          2.47009969
  0.71237242  1.32919192  0.          2.28944135  2.63954043  2.33882165
  1.02886701]",110
204,"[ 0.          1.31846535  2.07154298  2.27772117  0.22360827  0.97062445
  0.          0.3262395   0.45564935  0.          0.          2.45880246
  0.          0.81382185  2.99175501  0.05889574  0.9799003   0.          0.
  1.15092075  0.3618184   1.74089193  0.          0.          3.10789824
  1.11465561  1.71828055  0.          2.80862927  3.01810241  2.8699832
  0.88482457]",685
205,"[ 0.          1.16049385  2.02778673  2.10679054  0.25954685  1.15507197
  0.          0.          0.30930036  0.          0.          2.53653741
  0.          0.606242    2.59768486  0.          0.74409747  0.          0.
  0.91686291  0.03635047  1.58551598  0.          0.          2.71161079
  0.58471638  1.28002417  0.          2.24517608  3.10354829  2.48999023
  1.11418509]",686
206,"[ 0.19368804  0.97210884  2.03692913  1.82905877  0.32864588  0.68808866
  0.          0.          0.55849218  0.          0.          1.77829051
  0.          0.47731957  2.3695159   0.          0.78386337  0.          0.
  0.77135193  0.01492221  1.6570431   0.          0.          2.43111444
  0.49676716  0.69753098  0.          2.08382964  2.2203126   2.11949062
  1.13876343]",977
207,"[ 0.          1.08425617  1.71433723  1.86384642  0.3099018   1.06987059
  0.          0.15875213  0.46809274  0.          0.          1.94530749
  0.          0.72919095  3.03042579  0.16849959  1.09909475  0.          0.
  0.53125077  0.          1.54022646  0.          0.          2.49223351
  0.7262969   1.38644707  0.          2.31949019  2.50165248  2.00331402
  1.1562072 ]",978
208,"[ 0.03956356  1.07701254  2.32181716  2.54722166  0.21672449  1.29432786
  0.          0.          0.44225815  0.          0.          2.24358845
  0.          0.46872294  3.04383707  0.03950369  0.89481479  0.          0.
  1.02005219  0.19256951  1.95439196  0.          0.          2.91433334
  0.54465586  1.42889917  0.          2.56334662  2.95373416  2.68317509
  1.08690846]",979
209,"[ 0.          1.05111909  2.25602221  2.07871151  0.          1.31338108
  0.          0.01542307  0.42936274  0.          0.          2.2682991   0.
  0.54395533  2.98226762  0.          0.88211763  0.          0.          0.724828
  0.23531102  1.63690948  0.          0.          2.61559439  0.47101149
  1.41015673  0.          2.32041693  2.83083653  2.41877985  1.19646823]",980
210,"[ 0.          1.4970274   4.0291419   4.4553194   0.24199888  1.57690537
  0.26816651  0.          0.96258664  0.          0.          3.26531458
  0.20364651  0.47295326  5.84723425  0.          2.64223528  0.          0.
  2.8871181   0.62183386  3.81080961  0.          0.          3.83156013
  0.          1.24927104  0.          4.14045525  3.07137823  1.56287014
  1.29959655]",112
211,"[ 0.          1.49794602  3.48387742  3.88159633  0.1658612   1.38748014
  0.30786169  0.          0.97682977  0.          0.          3.03140402
  0.08014897  0.37444994  5.55865622  0.          2.67356133  0.          0.
  2.55785275  0.76828116  3.34914398  0.          0.          3.37401199
  0.          0.94140995  0.          3.94735837  3.00547647  1.31743002
  1.54986668]",113
212,"[ 0.          1.19388497  3.96620798  4.0347476   0.0607826   1.67053092
  0.          0.          1.02521086  0.          0.          3.20520544
  0.02324319  0.18590356  5.6159687   0.          3.0622983   0.          0.
  2.57756352  0.59835774  3.87875772  0.          0.          3.48367143
  0.          1.20760024  0.          4.17012596  3.01596642  1.911273
  1.44655168]",115
213,"[  0.00000000e+00   1.18554342e+00   3.70573616e+00   3.96443963e+00
   2.67497927e-01   1.38344336e+00   2.09444851e-01   0.00000000e+00
   8.74251008e-01   0.00000000e+00   0.00000000e+00   2.88216138e+00
   3.17686982e-03   1.80547625e-01   5.29864359e+00   0.00000000e+00
   2.53963423e+00   0.00000000e+00   0.00000000e+00   2.86953092e+00
   7.22953796e-01   3.29591107e+00   0.00000000e+00   0.00000000e+00
   3.56431818e+00   0.00000000e+00   1.15419316e+00   0.00000000e+00
   3.65832424e+00   3.05920362e+00   1.15267467e+00   1.56753337e+00]",116
214,"[ 0.          1.31943488  3.96968746  4.47330046  0.46458057  1.48651206
  0.7121411   0.          1.38119566  0.          0.          2.89959407
  0.09456056  0.25290343  6.39879131  0.          3.12398148  0.          0.
  3.12156105  0.7906732   3.79226232  0.          0.          4.22522879
  0.          1.14600778  0.          4.29551125  3.09103727  1.41609371
  1.68183243]",117
